Int_optimized,Int_unoptimized,two_theta_optimized,two_theta_unoptimized
7,34,48.88,48.88
9,33,48.882,48.882
11,40,48.884,48.884
9,25,48.886,48.886
15,32,48.888,48.888
13,20,48.89,48.89
5,22,48.892,48.892
7,24,48.894,48.894
10,19,48.896,48.896
5,26,48.898,48.898
8,22,48.9,48.9
14,26,48.902,48.902
13,29,48.904,48.904
9,28,48.906,48.906
13,21,48.908,48.908
14,26,48.91,48.91
8,30,48.912,48.912
9,22,48.914,48.914
9,24,48.916,48.916
9,21,48.918,48.918
13,21,48.92,48.92
5,26,48.922,48.922
6,22,48.924,48.924
13,29,48.926,48.926
8,26,48.928,48.928
7,17,48.93,48.93
11,23,48.932,48.932
6,17,48.934,48.934
10,18,48.936,48.936
5,20,48.938,48.938
6,26,48.94,48.94
12,23,48.942,48.942
7,25,48.944,48.944
5,24,48.946,48.946
10,24,48.948,48.948
7,25,48.95,48.95
3,18,48.952,48.952
6,26,48.954,48.954
3,19,48.956,48.956
4,18,48.958,48.958
10,16,48.96,48.96
7,26,48.962,48.962
7,15,48.964,48.964
13,22,48.966,48.966
8,17,48.968,48.968
5,17,48.97,48.97
7,23,48.972,48.972
8,15,48.974,48.974
12,12,48.976,48.976
4,7,48.978,48.978
6,19,48.98,48.98
5,17,48.982,48.982
7,24,48.984,48.984
10,20,48.986,48.986
10,15,48.988,48.988
6,27,48.99,48.99
10,18,48.992,48.992
4,26,48.994,48.994
6,13,48.996,48.996
8,18,48.998,48.998
4,15,49,49
7,19,49.002,49.002
6,22,49.004,49.004
5,22,49.006,49.006
7,19,49.008,49.008
6,20,49.01,49.01
4,19,49.012,49.012
7,18,49.014,49.014
4,16,49.016,49.016
4,17,49.018,49.018
5,14,49.02,49.02
7,21,49.022,49.022
2,14,49.024,49.024
5,18,49.026,49.026
3,19,49.028,49.028
2,22,49.03,49.03
5,18,49.032,49.032
2,16,49.034,49.034
7,18,49.036,49.036
5,20,49.038,49.038
2,7,49.04,49.04
2,15,49.042,49.042
7,17,49.044,49.044
4,15,49.046,49.046
2,15,49.048,49.048
4,9,49.05,49.05
5,14,49.052,49.052
3,20,49.054,49.054
5,18,49.056,49.056
7,7,49.058,49.058
5,15,49.06,49.06
2,13,49.062,49.062
2,15,49.064,49.064
5,7,49.066,49.066
2,23,49.068,49.068
3,13,49.07,49.07
4,9,49.072,49.072
6,12,49.074,49.074
6,17,49.076,49.076
2,10,49.078,49.078
4,8,49.08,49.08
2,14,49.082,49.082
4,14,49.084,49.084
6,20,49.086,49.086
1,12,49.088,49.088
7,14,49.09,49.09
2,13,49.092,49.092
2,17,49.094,49.094
9,11,49.096,49.096
1,14,49.098,49.098
4,17,49.1,49.1
3,11,49.102,49.102
6,13,49.104,49.104
3,11,49.106,49.106
4,16,49.108,49.108
6,9,49.11,49.11
3,14,49.112,49.112
5,17,49.114,49.114
7,9,49.116,49.116
4,7,49.118,49.118
4,13,49.12,49.12
3,13,49.122,49.122
3,12,49.124,49.124
1,12,49.126,49.126
5,15,49.128,49.128
5,6,49.13,49.13
9,10,49.132,49.132
6,7,49.134,49.134
2,8,49.136,49.136
5,9,49.138,49.138
4,7,49.14,49.14
1,9,49.142,49.142
6,11,49.144,49.144
2,10,49.146,49.146
2,13,49.148,49.148
8,9,49.15,49.15
1,8,49.152,49.152
3,5,49.154,49.154
0,8,49.156,49.156
3,9,49.158,49.158
4,12,49.16,49.16
3,13,49.162,49.162
4,4,49.164,49.164
2,13,49.166,49.166
2,7,49.168,49.168
2,8,49.17,49.17
2,4,49.172,49.172
4,8,49.174,49.174
0,13,49.176,49.176
3,13,49.178,49.178
4,10,49.18,49.18
5,5,49.182,49.182
5,7,49.184,49.184
7,7,49.186,49.186
2,11,49.188,49.188
4,9,49.19,49.19
0,9,49.192,49.192
3,5,49.194,49.194
5,8,49.196,49.196
3,13,49.198,49.198
1,6,49.2,49.2
3,5,49.202,49.202
5,7,49.204,49.204
6,6,49.206,49.206
4,3,49.208,49.208
1,7,49.21,49.21
1,3,49.212,49.212
5,3,49.214,49.214
3,4,49.216,49.216
3,10,49.218,49.218
4,5,49.22,49.22
0,4,49.222,49.222
3,2,49.224,49.224
2,7,49.226,49.226
2,6,49.228,49.228
2,12,49.23,49.23
3,6,49.232,49.232
5,6,49.234,49.234
0,7,49.236,49.236
1,2,49.238,49.238
4,7,49.24,49.24
3,4,49.242,49.242
2,4,49.244,49.244
1,12,49.246,49.246
3,5,49.248,49.248
1,5,49.25,49.25
0,12,49.252,49.252
1,5,49.254,49.254
2,7,49.256,49.256
0,5,49.258,49.258
1,6,49.26,49.26
1,7,49.262,49.262
2,6,49.264,49.264
2,10,49.266,49.266
2,3,49.268,49.268
2,7,49.27,49.27
3,5,49.272,49.272
1,6,49.274,49.274
0,5,49.276,49.276
2,7,49.278,49.278
1,5,49.28,49.28
3,6,49.282,49.282
1,6,49.284,49.284
0,3,49.286,49.286
0,8,49.288,49.288
2,6,49.29,49.29
2,9,49.292,49.292
2,7,49.294,49.294
1,7,49.296,49.296
1,6,49.298,49.298
2,2,49.3,49.3
1,4,49.302,49.302
1,6,49.304,49.304
2,5,49.306,49.306
1,3,49.308,49.308
4,4,49.31,49.31
4,3,49.312,49.312
2,8,49.314,49.314
3,4,49.316,49.316
1,7,49.318,49.318
2,4,49.32,49.32
5,7,49.322,49.322
2,9,49.324,49.324
4,2,49.326,49.326
2,1,49.328,49.328
3,4,49.33,49.33
1,4,49.332,49.332
2,6,49.334,49.334
5,3,49.336,49.336
1,6,49.338,49.338
2,8,49.34,49.34
4,3,49.342,49.342
0,4,49.344,49.344
3,5,49.346,49.346
5,6,49.348,49.348
1,2,49.35,49.35
2,5,49.352,49.352
3,3,49.354,49.354
3,7,49.356,49.356
0,6,49.358,49.358
3,4,49.36,49.36
2,4,49.362,49.362
2,2,49.364,49.364
2,5,49.366,49.366
3,5,49.368,49.368
1,7,49.37,49.37
2,6,49.372,49.372
1,4,49.374,49.374
1,2,49.376,49.376
3,2,49.378,49.378
3,2,49.38,49.38
1,5,49.382,49.382
2,2,49.384,49.384
1,2,49.386,49.386
3,4,49.388,49.388
1,5,49.39,49.39
1,2,49.392,49.392
3,4,49.394,49.394
2,5,49.396,49.396
0,4,49.398,49.398
1,4,49.4,49.4
0,2,49.402,49.402
3,10,49.404,49.404
2,3,49.406,49.406
2,3,49.408,49.408
2,4,49.41,49.41
1,5,49.412,49.412
2,5,49.414,49.414
4,4,49.416,49.416
2,3,49.418,49.418
1,6,49.42,49.42
3,2,49.422,49.422
4,2,49.424,49.424
1,9,49.426,49.426
3,2,49.428,49.428
0,4,49.43,49.43
0,6,49.432,49.432
3,2,49.434,49.434
1,7,49.436,49.436
0,3,49.438,49.438
2,1,49.44,49.44
2,3,49.442,49.442
1,3,49.444,49.444
0,2,49.446,49.446
4,1,49.448,49.448
1,3,49.45,49.45
0,1,49.452,49.452
1,4,49.454,49.454
1,3,49.456,49.456
2,7,49.458,49.458
4,2,49.46,49.46
0,3,49.462,49.462
4,2,49.464,49.464
0,3,49.466,49.466
1,0,49.468,49.468
0,1,49.47,49.47
1,1,49.472,49.472
0,4,49.474,49.474
3,4,49.476,49.476
2,6,49.478,49.478
2,4,49.48,49.48
0,3,49.482,49.482
0,6,49.484,49.484
0,4,49.486,49.486
3,1,49.488,49.488
0,1,49.49,49.49
1,6,49.492,49.492
1,5,49.494,49.494
6,5,49.496,49.496
4,8,49.498,49.498
1,4,49.5,49.5
2,1,49.502,49.502
2,4,49.504,49.504
0,1,49.506,49.506
1,1,49.508,49.508
1,3,49.51,49.51
1,1,49.512,49.512
0,2,49.514,49.514
0,1,49.516,49.516
2,3,49.518,49.518
3,1,49.52,49.52
1,5,49.522,49.522
0,2,49.524,49.524
1,2,49.526,49.526
2,2,49.528,49.528
4,3,49.53,49.53
3,2,49.532,49.532
0,3,49.534,49.534
0,5,49.536,49.536
3,3,49.538,49.538
1,1,49.54,49.54
0,2,49.542,49.542
1,2,49.544,49.544
3,5,49.546,49.546
0,0,49.548,49.548
1,4,49.55,49.55
1,3,49.552,49.552
1,3,49.554,49.554
1,1,49.556,49.556
2,2,49.558,49.558
2,2,49.56,49.56
1,2,49.562,49.562
2,2,49.564,49.564
0,4,49.566,49.566
2,1,49.568,49.568
0,5,49.57,49.57
2,4,49.572,49.572
0,5,49.574,49.574
3,1,49.576,49.576
3,1,49.578,49.578
2,1,49.58,49.58
2,0,49.582,49.582
0,2,49.584,49.584
1,1,49.586,49.586
2,4,49.588,49.588
0,3,49.59,49.59
4,2,49.592,49.592
2,4,49.594,49.594
0,1,49.596,49.596
4,1,49.598,49.598
1,2,49.6,49.6
1,1,49.602,49.602
0,2,49.604,49.604
3,1,49.606,49.606
0,1,49.608,49.608
3,0,49.61,49.61
1,5,49.612,49.612
0,4,49.614,49.614
0,2,49.616,49.616
3,2,49.618,49.618
3,1,49.62,49.62
0,6,49.622,49.622
4,1,49.624,49.624
3,2,49.626,49.626
0,3,49.628,49.628
0,1,49.63,49.63
3,2,49.632,49.632
3,0,49.634,49.634
2,2,49.636,49.636
0,4,49.638,49.638
0,0,49.64,49.64
0,3,49.642,49.642
3,2,49.644,49.644
3,1,49.646,49.646
1,1,49.648,49.648
6,3,49.65,49.65
0,2,49.652,49.652
2,3,49.654,49.654
3,0,49.656,49.656
2,2,49.658,49.658
1,4,49.66,49.66
2,2,49.662,49.662
1,1,49.664,49.664
2,2,49.666,49.666
2,1,49.668,49.668
1,1,49.67,49.67
3,3,49.672,49.672
1,2,49.674,49.674
3,3,49.676,49.676
1,2,49.678,49.678
1,2,49.68,49.68
2,1,49.682,49.682
3,2,49.684,49.684
1,1,49.686,49.686
3,0,49.688,49.688
3,4,49.69,49.69
5,3,49.692,49.692
3,2,49.694,49.694
2,1,49.696,49.696
0,0,49.698,49.698
0,1,49.7,49.7
2,2,49.702,49.702
4,4,49.704,49.704
1,2,49.706,49.706
2,4,49.708,49.708
1,1,49.71,49.71
3,1,49.712,49.712
1,2,49.714,49.714
6,3,49.716,49.716
1,3,49.718,49.718
1,1,49.72,49.72
8,2,49.722,49.722
1,2,49.724,49.724
0,1,49.726,49.726
3,1,49.728,49.728
1,3,49.73,49.73
3,4,49.732,49.732
2,3,49.734,49.734
0,1,49.736,49.736
0,3,49.738,49.738
3,2,49.74,49.74
2,1,49.742,49.742
2,3,49.744,49.744
3,2,49.746,49.746
2,4,49.748,49.748
1,2,49.75,49.75
1,2,49.752,49.752
3,2,49.754,49.754
2,7,49.756,49.756
3,2,49.758,49.758
0,1,49.76,49.76
6,0,49.762,49.762
2,3,49.764,49.764
4,3,49.766,49.766
2,2,49.768,49.768
1,2,49.77,49.77
2,2,49.772,49.772
3,1,49.774,49.774
2,2,49.776,49.776
3,1,49.778,49.778
0,2,49.78,49.78
4,3,49.782,49.782
4,0,49.784,49.784
0,1,49.786,49.786
2,1,49.788,49.788
2,1,49.79,49.79
2,3,49.792,49.792
2,1,49.794,49.794
5,1,49.796,49.796
2,0,49.798,49.798
1,2,49.8,49.8
2,2,49.802,49.802
1,2,49.804,49.804
3,1,49.806,49.806
2,2,49.808,49.808
1,1,49.81,49.81
3,3,49.812,49.812
3,2,49.814,49.814
1,1,49.816,49.816
4,4,49.818,49.818
4,0,49.82,49.82
3,3,49.822,49.822
2,1,49.824,49.824
0,2,49.826,49.826
2,0,49.828,49.828
3,0,49.83,49.83
0,1,49.832,49.832
4,2,49.834,49.834
1,1,49.836,49.836
1,1,49.838,49.838
3,2,49.84,49.84
4,0,49.842,49.842
5,1,49.844,49.844
2,0,49.846,49.846
0,3,49.848,49.848
2,0,49.85,49.85
1,2,49.852,49.852
1,1,49.854,49.854
2,1,49.856,49.856
1,3,49.858,49.858
2,1,49.86,49.86
3,1,49.862,49.862
1,2,49.864,49.864
6,2,49.866,49.866
4,1,49.868,49.868
0,0,49.87,49.87
0,3,49.872,49.872
3,2,49.874,49.874
4,2,49.876,49.876
3,0,49.878,49.878
1,2,49.88,49.88
4,0,49.882,49.882
4,1,49.884,49.884
2,0,49.886,49.886
1,2,49.888,49.888
0,0,49.89,49.89
1,3,49.892,49.892
0,2,49.894,49.894
1,4,49.896,49.896
1,2,49.898,49.898
2,5,49.9,49.9
4,1,49.902,49.902
2,3,49.904,49.904
6,2,49.906,49.906
2,2,49.908,49.908
1,1,49.91,49.91
1,1,49.912,49.912
2,0,49.914,49.914
3,6,49.916,49.916
2,0,49.918,49.918
3,2,49.92,49.92
2,3,49.922,49.922
2,1,49.924,49.924
3,2,49.926,49.926
4,1,49.928,49.928
1,2,49.93,49.93
2,2,49.932,49.932
1,2,49.934,49.934
2,2,49.936,49.936
2,1,49.938,49.938
2,1,49.94,49.94
2,3,49.942,49.942
3,1,49.944,49.944
3,2,49.946,49.946
1,3,49.948,49.948
1,0,49.95,49.95
2,3,49.952,49.952
1,5,49.954,49.954
3,2,49.956,49.956
0,0,49.958,49.958
2,2,49.96,49.96
2,1,49.962,49.962
3,4,49.964,49.964
4,0,49.966,49.966
2,2,49.968,49.968
3,2,49.97,49.97
5,1,49.972,49.972
5,2,49.974,49.974
1,0,49.976,49.976
3,2,49.978,49.978
1,3,49.98,49.98
2,2,49.982,49.982
3,2,49.984,49.984
0,1,49.986,49.986
2,2,49.988,49.988
6,0,49.99,49.99
2,1,49.992,49.992
1,1,49.994,49.994
2,4,49.996,49.996
2,1,49.998,49.998
3,2,50,50
1,0,50.002,50.002
3,2,50.004,50.004
0,1,50.006,50.006
2,1,50.008,50.008
2,2,50.01,50.01
4,3,50.012,50.012
0,1,50.014,50.014
1,2,50.016,50.016
4,0,50.018,50.018
0,0,50.02,50.02
6,3,50.022,50.022
2,1,50.024,50.024
2,1,50.026,50.026
1,0,50.028,50.028
2,1,50.03,50.03
3,1,50.032,50.032
1,2,50.034,50.034
1,0,50.036,50.036
0,0,50.038,50.038
1,0,50.04,50.04
0,1,50.042,50.042
8,1,50.044,50.044
2,2,50.046,50.046
2,1,50.048,50.048
1,1,50.05,50.05
3,2,50.052,50.052
3,1,50.054,50.054
1,1,50.056,50.056
2,1,50.058,50.058
7,0,50.06,50.06
4,3,50.062,50.062
1,3,50.064,50.064
2,3,50.066,50.066
2,0,50.068,50.068
4,1,50.07,50.07
2,0,50.072,50.072
4,2,50.074,50.074
2,0,50.076,50.076
2,2,50.078,50.078
6,1,50.08,50.08
2,1,50.082,50.082
3,2,50.084,50.084
0,2,50.086,50.086
1,3,50.088,50.088
1,1,50.09,50.09
4,0,50.092,50.092
2,0,50.094,50.094
2,0,50.096,50.096
6,1,50.098,50.098
2,0,50.1,50.1
0,1,50.102,50.102
1,2,50.104,50.104
1,2,50.106,50.106
0,2,50.108,50.108
1,0,50.11,50.11
3,0,50.112,50.112
3,0,50.114,50.114
2,0,50.116,50.116
5,1,50.118,50.118
2,2,50.12,50.12
6,0,50.122,50.122
2,0,50.124,50.124
5,0,50.126,50.126
3,1,50.128,50.128
1,0,50.13,50.13
2,1,50.132,50.132
1,1,50.134,50.134
2,0,50.136,50.136
0,1,50.138,50.138
1,1,50.14,50.14
2,2,50.142,50.142
1,0,50.144,50.144
2,0,50.146,50.146
2,0,50.148,50.148
3,1,50.15,50.15
1,2,50.152,50.152
0,0,50.154,50.154
1,1,50.156,50.156
2,2,50.158,50.158
0,2,50.16,50.16
1,1,50.162,50.162
3,0,50.164,50.164
1,0,50.166,50.166
0,1,50.168,50.168
0,0,50.17,50.17
2,1,50.172,50.172
1,3,50.174,50.174
1,1,50.176,50.176
0,3,50.178,50.178
3,1,50.18,50.18
0,3,50.182,50.182
2,2,50.184,50.184
0,2,50.186,50.186
1,0,50.188,50.188
2,2,50.19,50.19
1,1,50.192,50.192
2,1,50.194,50.194
0,1,50.196,50.196
0,1,50.198,50.198
2,3,50.2,50.2
1,1,50.202,50.202
1,1,50.204,50.204
2,1,50.206,50.206
6,2,50.208,50.208
4,1,50.21,50.21
1,1,50.212,50.212
0,1,50.214,50.214
1,0,50.216,50.216
3,0,50.218,50.218
2,0,50.22,50.22
2,0,50.222,50.222
2,4,50.224,50.224
4,0,50.226,50.226
3,0,50.228,50.228
3,3,50.23,50.23
3,0,50.232,50.232
5,1,50.234,50.234
2,1,50.236,50.236
2,1,50.238,50.238
1,1,50.24,50.24
0,1,50.242,50.242
3,0,50.244,50.244
2,0,50.246,50.246
1,1,50.248,50.248
1,1,50.25,50.25
4,1,50.252,50.252
1,0,50.254,50.254
0,2,50.256,50.256
2,2,50.258,50.258
0,1,50.26,50.26
0,3,50.262,50.262
1,1,50.264,50.264
0,2,50.266,50.266
1,0,50.268,50.268
0,3,50.27,50.27
3,0,50.272,50.272
3,0,50.274,50.274
1,2,50.276,50.276
0,1,50.278,50.278
2,0,50.28,50.28
3,0,50.282,50.282
3,2,50.284,50.284
1,1,50.286,50.286
0,1,50.288,50.288
1,1,50.29,50.29
1,1,50.292,50.292
1,0,50.294,50.294
0,1,50.296,50.296
0,2,50.298,50.298
1,2,50.3,50.3
0,0,50.302,50.302
0,2,50.304,50.304
0,2,50.306,50.306
1,2,50.308,50.308
0,0,50.31,50.31
2,1,50.312,50.312
3,0,50.314,50.314
1,0,50.316,50.316
1,0,50.318,50.318
2,0,50.32,50.32
0,1,50.322,50.322
2,0,50.324,50.324
2,0,50.326,50.326
1,1,50.328,50.328
1,0,50.33,50.33
2,1,50.332,50.332
2,1,50.334,50.334
1,0,50.336,50.336
2,2,50.338,50.338
1,1,50.34,50.34
4,4,50.342,50.342
1,1,50.344,50.344
1,1,50.346,50.346
2,0,50.348,50.348
0,2,50.35,50.35
3,1,50.352,50.352
2,2,50.354,50.354
1,0,50.356,50.356
2,0,50.358,50.358
1,1,50.36,50.36
0,1,50.362,50.362
0,1,50.364,50.364
0,0,50.366,50.366
1,3,50.368,50.368
4,2,50.37,50.37
3,0,50.372,50.372
1,0,50.374,50.374
2,2,50.376,50.376
1,0,50.378,50.378
0,1,50.38,50.38
1,1,50.382,50.382
4,4,50.384,50.384
0,0,50.386,50.386
0,1,50.388,50.388
4,1,50.39,50.39
4,4,50.392,50.392
3,0,50.394,50.394
1,0,50.396,50.396
2,3,50.398,50.398
2,0,50.4,50.4
4,1,50.402,50.402
1,2,50.404,50.404
3,0,50.406,50.406
0,1,50.408,50.408
0,1,50.41,50.41
0,1,50.412,50.412
0,2,50.414,50.414
5,0,50.416,50.416
3,0,50.418,50.418
0,1,50.42,50.42
4,0,50.422,50.422
2,0,50.424,50.424
0,2,50.426,50.426
2,1,50.428,50.428
0,1,50.43,50.43
3,1,50.432,50.432
1,1,50.434,50.434
2,2,50.436,50.436
0,2,50.438,50.438
0,1,50.44,50.44
2,0,50.442,50.442
4,0,50.444,50.444
0,1,50.446,50.446
2,2,50.448,50.448
0,0,50.45,50.45
2,0,50.452,50.452
1,0,50.454,50.454
1,3,50.456,50.456
0,0,50.458,50.458
2,0,50.46,50.46
1,0,50.462,50.462
0,1,50.464,50.464
1,0,50.466,50.466
4,1,50.468,50.468
3,0,50.47,50.47
1,0,50.472,50.472
1,0,50.474,50.474
3,1,50.476,50.476
2,2,50.478,50.478
1,1,50.48,50.48
3,0,50.482,50.482
3,0,50.484,50.484
5,0,50.486,50.486
0,1,50.488,50.488
0,3,50.49,50.49
2,1,50.492,50.492
3,0,50.494,50.494
2,1,50.496,50.496
2,0,50.498,50.498
3,0,50.5,50.5
1,0,50.502,50.502
4,2,50.504,50.504
8,2,50.506,50.506
1,0,50.508,50.508
0,2,50.51,50.51
1,0,50.512,50.512
0,0,50.514,50.514
2,2,50.516,50.516
1,0,50.518,50.518
2,3,50.52,50.52
3,2,50.522,50.522
1,0,50.524,50.524
5,0,50.526,50.526
0,1,50.528,50.528
3,0,50.53,50.53
2,0,50.532,50.532
2,1,50.534,50.534
0,2,50.536,50.536
3,0,50.538,50.538
4,0,50.54,50.54
4,2,50.542,50.542
4,1,50.544,50.544
8,1,50.546,50.546
3,0,50.548,50.548
4,1,50.55,50.55
2,0,50.552,50.552
2,1,50.554,50.554
1,1,50.556,50.556
3,2,50.558,50.558
2,1,50.56,50.56
3,1,50.562,50.562
3,0,50.564,50.564
3,0,50.566,50.566
4,1,50.568,50.568
0,1,50.57,50.57
0,1,50.572,50.572
1,2,50.574,50.574
0,1,50.576,50.576
4,0,50.578,50.578
6,0,50.58,50.58
1,0,50.582,50.582
4,2,50.584,50.584
1,1,50.586,50.586
1,1,50.588,50.588
1,0,50.59,50.59
0,1,50.592,50.592
2,0,50.594,50.594
3,0,50.596,50.596
2,0,50.598,50.598
1,0,50.6,50.6
0,2,50.602,50.602
6,1,50.604,50.604
2,0,50.606,50.606
2,0,50.608,50.608
3,1,50.61,50.61
3,0,50.612,50.612
3,0,50.614,50.614
1,3,50.616,50.616
1,1,50.618,50.618
3,1,50.62,50.62
3,3,50.622,50.622
3,0,50.624,50.624
1,2,50.626,50.626
0,1,50.628,50.628
0,1,50.63,50.63
4,0,50.632,50.632
1,0,50.634,50.634
3,0,50.636,50.636
3,1,50.638,50.638
3,1,50.64,50.64
3,3,50.642,50.642
4,0,50.644,50.644
1,0,50.646,50.646
1,1,50.648,50.648
0,0,50.65,50.65
3,1,50.652,50.652
0,1,50.654,50.654
3,1,50.656,50.656
1,1,50.658,50.658
3,1,50.66,50.66
4,1,50.662,50.662
1,1,50.664,50.664
1,0,50.666,50.666
0,2,50.668,50.668
2,0,50.67,50.67
2,0,50.672,50.672
1,1,50.674,50.674
0,1,50.676,50.676
2,0,50.678,50.678
4,0,50.68,50.68
0,1,50.682,50.682
1,0,50.684,50.684
0,0,50.686,50.686
1,0,50.688,50.688
2,0,50.69,50.69
0,0,50.692,50.692
2,1,50.694,50.694
1,3,50.696,50.696
3,1,50.698,50.698
3,1,50.7,50.7
0,2,50.702,50.702
0,1,50.704,50.704
2,3,50.706,50.706
1,2,50.708,50.708
0,4,50.71,50.71
0,1,50.712,50.712
2,0,50.714,50.714
3,1,50.716,50.716
2,1,50.718,50.718
2,0,50.72,50.72
3,1,50.722,50.722
2,2,50.724,50.724
3,1,50.726,50.726
2,1,50.728,50.728
2,3,50.73,50.73
0,0,50.732,50.732
3,4,50.734,50.734
1,1,50.736,50.736
0,1,50.738,50.738
1,1,50.74,50.74
1,1,50.742,50.742
0,0,50.744,50.744
4,3,50.746,50.746
3,0,50.748,50.748
0,0,50.75,50.75
3,1,50.752,50.752
4,0,50.754,50.754
1,0,50.756,50.756
2,2,50.758,50.758
0,0,50.76,50.76
3,0,50.762,50.762
1,0,50.764,50.764
0,1,50.766,50.766
2,0,50.768,50.768
1,1,50.77,50.77
1,1,50.772,50.772
2,0,50.774,50.774
1,1,50.776,50.776
0,2,50.778,50.778
2,0,50.78,50.78
0,0,50.782,50.782
3,2,50.784,50.784
1,1,50.786,50.786
3,2,50.788,50.788
0,0,50.79,50.79
0,1,50.792,50.792
2,2,50.794,50.794
2,0,50.796,50.796
0,1,50.798,50.798
0,0,50.8,50.8
0,0,50.802,50.802
0,2,50.804,50.804
1,1,50.806,50.806
0,0,50.808,50.808
0,0,50.81,50.81
2,3,50.812,50.812
0,2,50.814,50.814
0,2,50.816,50.816
3,0,50.818,50.818
1,1,50.82,50.82
1,0,50.822,50.822
0,1,50.824,50.824
0,1,50.826,50.826
1,1,50.828,50.828
1,2,50.83,50.83
0,1,50.832,50.832
1,1,50.834,50.834
0,1,50.836,50.836
1,2,50.838,50.838
0,0,50.84,50.84
2,1,50.842,50.842
0,2,50.844,50.844
1,0,50.846,50.846
1,1,50.848,50.848
0,0,50.85,50.85
0,1,50.852,50.852
1,0,50.854,50.854
1,0,50.856,50.856
0,0,50.858,50.858
0,2,50.86,50.86
0,1,50.862,50.862
1,1,50.864,50.864
0,0,50.866,50.866
0,1,50.868,50.868
0,0,50.87,50.87
2,0,50.872,50.872
2,0,50.874,50.874
1,1,50.876,50.876
0,0,50.878,50.878
1,1,50.88,50.88
0,2,50.882,50.882
0,1,50.884,50.884
0,1,50.886,50.886
3,2,50.888,50.888
1,2,50.89,50.89
1,1,50.892,50.892
3,1,50.894,50.894
0,2,50.896,50.896
2,0,50.898,50.898
1,2,50.9,50.9
1,1,50.902,50.902
0,0,50.904,50.904
0,2,50.906,50.906
1,0,50.908,50.908
1,0,50.91,50.91
1,0,50.912,50.912
0,2,50.914,50.914
1,2,50.916,50.916
2,2,50.918,50.918
1,0,50.92,50.92
1,0,50.922,50.922
0,1,50.924,50.924
1,0,50.926,50.926
1,0,50.928,50.928
0,2,50.93,50.93
1,0,50.932,50.932
0,0,50.934,50.934
2,0,50.936,50.936
1,1,50.938,50.938
0,0,50.94,50.94
2,1,50.942,50.942
1,0,50.944,50.944
1,1,50.946,50.946
0,1,50.948,50.948
0,0,50.95,50.95
1,0,50.952,50.952
0,2,50.954,50.954
1,1,50.956,50.956
1,0,50.958,50.958
0,2,50.96,50.96
2,3,50.962,50.962
0,0,50.964,50.964
0,1,50.966,50.966
2,0,50.968,50.968
1,1,50.97,50.97
1,1,50.972,50.972
0,0,50.974,50.974
1,0,50.976,50.976
1,1,50.978,50.978
0,3,50.98,50.98
0,0,50.982,50.982
3,1,50.984,50.984
0,0,50.986,50.986
2,0,50.988,50.988
0,0,50.99,50.99
2,0,50.992,50.992
2,0,50.994,50.994
0,1,50.996,50.996
0,0,50.998,50.998
1,0,51,51
1,1,51.002,51.002
3,1,51.004,51.004
3,0,51.006,51.006
3,0,51.008,51.008
1,1,51.01,51.01
2,1,51.012,51.012
0,0,51.014,51.014
0,1,51.016,51.016
1,1,51.018,51.018
2,0,51.02,51.02
1,0,51.022,51.022
0,1,51.024,51.024
0,0,51.026,51.026
0,1,51.028,51.028
1,1,51.03,51.03
0,0,51.032,51.032
0,2,51.034,51.034
0,0,51.036,51.036
1,0,51.038,51.038
2,1,51.04,51.04
1,0,51.042,51.042
0,0,51.044,51.044
0,1,51.046,51.046
2,0,51.048,51.048
1,2,51.05,51.05
0,1,51.052,51.052
1,0,51.054,51.054
2,0,51.056,51.056
0,2,51.058,51.058
1,0,51.06,51.06
2,0,51.062,51.062
0,0,51.064,51.064
2,0,51.066,51.066
1,1,51.068,51.068
1,0,51.07,51.07
0,2,51.072,51.072
1,0,51.074,51.074
2,1,51.076,51.076
0,0,51.078,51.078
2,0,51.08,51.08
0,0,51.082,51.082
1,0,51.084,51.084
1,1,51.086,51.086
0,1,51.088,51.088
0,2,51.09,51.09
0,1,51.092,51.092
0,1,51.094,51.094
1,2,51.096,51.096
2,2,51.098,51.098
0,1,51.1,51.1
0,0,51.102,51.102
0,1,51.104,51.104
2,1,51.106,51.106
2,0,51.108,51.108
0,1,51.11,51.11
2,1,51.112,51.112
0,0,51.114,51.114
0,1,51.116,51.116
2,0,51.118,51.118
1,1,51.12,51.12
2,2,51.122,51.122
0,0,51.124,51.124
0,0,51.126,51.126
1,0,51.128,51.128
1,1,51.13,51.13
0,1,51.132,51.132
2,2,51.134,51.134
1,3,51.136,51.136
1,0,51.138,51.138
2,1,51.14,51.14
2,0,51.142,51.142
0,2,51.144,51.144
1,1,51.146,51.146
1,1,51.148,51.148
1,0,51.15,51.15
2,0,51.152,51.152
2,1,51.154,51.154
0,0,51.156,51.156
0,0,51.158,51.158
0,0,51.16,51.16
1,0,51.162,51.162
1,2,51.164,51.164
2,1,51.166,51.166
0,0,51.168,51.168
1,1,51.17,51.17
0,1,51.172,51.172
0,1,51.174,51.174
0,2,51.176,51.176
1,0,51.178,51.178
1,0,51.18,51.18
1,1,51.182,51.182
0,0,51.184,51.184
2,0,51.186,51.186
0,0,51.188,51.188
3,2,51.19,51.19
2,1,51.192,51.192
0,0,51.194,51.194
2,1,51.196,51.196
1,1,51.198,51.198
1,1,51.2,51.2
0,1,51.202,51.202
1,0,51.204,51.204
2,2,51.206,51.206
